Word,Documents
convencidos,"[(23, 1)]"
idéias,"[(23, 1)]"
podem,"[(23, 1), (32, 1)]"
chegar,"[(23, 1), (32, 1), (56, 1)]"
dessa,"[(23, 1), (32, 2), (34, 1), (38, 2), (67, 1)]"
agir,"[(23, 1)]"
manifesto,"[(23, 1), (52, 1)]"
racista,"[(23, 2), (49, 1), (59, 1)]"
intitulado,"[(23, 1), (52, 1)]"
the,"[(23, 1), (28, 1), (52, 1)]"
great,"[(23, 1)]"
replacement,"[(23, 1)]"
tese,"[(23, 1), (28, 1)]"
conspiratória,"[(23, 1)]"
popular,"[(23, 1), (25, 1), (38, 1), (66, 3)]"
círculos,"[(23, 1)]"
denuncia,"[(23, 1)]"
substituição,"[(23, 1)]"
populações,"[(23, 1)]"
cristã,"[(23, 1)]"
imigrantes,"[(23, 2)]"
cor,"[(23, 1), (52, 2)]"
muçulmanos,"[(23, 1)]"
revelou,"[(23, 1)]"
viagens,"[(23, 1)]"
especialmente,"[(23, 1), (74, 1)]"
frança,"[(23, 1), (35, 1), (59, 1)]"
alimentaram,"[(23, 1)]"
radicalismo,"[(23, 1)]"
ideologia,"[(23, 1), (49, 2), (52, 1)]"
identidade,"[(23, 1)]"
austríaco,"[(23, 3)]"
desencadeou,"[(23, 1)]"
austríacas,"[(23, 1)]"
fundador,"[(23, 1)]"
martin,"[(23, 1)]"
sellner,"[(23, 1)]"
reconheceu,"[(23, 1), (31, 1)]"
recebido,"[(23, 1), (31, 1), (73, 1)]"
transferência,"[(23, 1), (32, 1), (62, 1)]"
possuía,"[(23, 1), (70, 1)]"
revelações,"[(23, 1)]"
dissolução,"[(23, 1)]"
maneiras,"[(23, 1)]"
dissolver,"[(23, 1)]"
recente,"[(23, 1)]"
anti,"[(23, 1)]"
ativistas,"[(23, 1), (29, 1), (49, 1)]"
telhado,"[(23, 1)]"
prédio,"[(23, 1)]"
administrativo,"[(23, 1)]"
paris,"[(23, 1), (59, 2)]"
democratas,"[(24, 1), (49, 1), (58, 1)]"
republicanos,"[(24, 1)]"
senado,"[(24, 2), (53, 2), (66, 1)]"
projeto,"[(24, 1), (34, 2), (38, 1), (39, 4), (59, 2), (60, 2), (65, 2), (66, 2)]"
verdad,"[(24, 3)]"
supostamente,"[(24, 1), (34, 1)]"
ajudar,"[(24, 1), (34, 1), (71, 2)]"
restaurar,"[(24, 1)]"
democracia,"[(24, 1), (35, 1), (36, 1), (38, 3), (49, 1), (73, 2)]"
enfrentar,"[(24, 1), (51, 1), (70, 1)]"
crescente,"[(24, 1), (28, 1), (51, 2)]"
humanitária,"[(24, 2)]"
favorece,"[(24, 1)]"
planos,"[(24, 1)]"
imperialismo,"[(24, 1)]"
estadunidense,"[(24, 1), (66, 1)]"
noticiosa,"[(24, 1)]"
afp,"[(24, 1)]"
iniciativa,"[(24, 1), (26, 2), (30, 1), (73, 1)]"
impulsionada,"[(24, 1)]"
jersey,"[(24, 1)]"
bob,"[(24, 1)]"
menéndez,"[(24, 2)]"
republicano,"[(24, 1), (66, 1)]"
marco,"[(24, 1), (55, 2)]"
rubio,"[(24, 2)]"
flórida,"[(24, 1)]"
arquitetos,"[(24, 1)]"
estratégia,"[(24, 1), (49, 1), (55, 1), (66, 1)]"
derrubar,"[(24, 1), (59, 1)]"
emergency,"[(24, 1)]"
relief,"[(24, 1)]"
democracy,"[(24, 1)]"
assistance,"[(24, 1)]"
and,"[(24, 1), (28, 1)]"
development,"[(24, 1)]"
act,"[(24, 1)]"
espanhol,"[(24, 1)]"
pretexto,"[(24, 1)]"
assistência,"[(24, 1), (30, 1)]"
combater,"[(24, 1), (25, 1)]"
corrupção,"[(24, 1), (59, 1), (65, 1)]"
senadores,"[(24, 1)]"
estadunidenses,"[(24, 1), (66, 1)]"
apoiam,"[(24, 1)]"
construir,"[(24, 1), (59, 1)]"
funcionariam,"[(24, 1)]"
derrubada,"[(24, 1), (51, 1), (56, 1)]"
ferramentas,"[(24, 1)]"
diplomáticas,"[(24, 1), (62, 1)]"
necessárias,"[(24, 1), (29, 1)]"
promessas,"[(24, 1), (69, 1)]"
presidenciais,"[(24, 1), (66, 1)]"
envia,"[(24, 1)]"
mensagem,"[(24, 1), (51, 1), (69, 1)]"
bipartidária,"[(24, 1)]"
mike,"[(25, 1), (27, 1)]"
pompeo,"[(25, 3), (27, 1)]"
advertiu,"[(25, 1)]"
turcas,"[(25, 2)]"
realizarem,"[(25, 1)]"
unilateral,"[(25, 2)]"
síria,"[(25, 6)]"
causaria,"[(25, 1)]"
consequências,"[(25, 2), (39, 1), (62, 1)]"
devastadoras,"[(25, 2)]"
mevlut,"[(25, 1)]"
cavusoglu,"[(25, 1)]"
reuniu,"[(25, 1)]"
washington,"[(25, 2), (27, 1), (30, 1), (45, 1)]"
impasse,"[(25, 1)]"
contínuo,"[(25, 1)]"
turco,"[(25, 2)]"
milícias,"[(25, 3), (60, 2)]"
curdas,"[(25, 3)]"
aliadas,"[(25, 1)]"
pompeu,"[(25, 1)]"
expressou,"[(25, 1)]"
nordeste,"[(25, 1)]"
advertia,"[(25, 1)]"
potencialmente,"[(25, 1)]"
turca,"[(25, 1)]"
departamento,"[(25, 1), (37, 2)]"
robert,"[(25, 1)]"
palladino,"[(25, 1)]"
reunião,"[(25, 1), (67, 1), (73, 1), (74, 1)]"
construtiva,"[(25, 1)]"
desafios,"[(25, 1), (38, 2)]"
comum,"[(25, 1), (33, 1), (57, 1), (59, 2)]"
ambas,"[(25, 1)]"
desacordo,"[(25, 1)]"
recentes,"[(25, 1), (56, 1), (63, 1)]"
tentativas,"[(25, 1), (51, 1), (52, 1)]"
americanas,"[(25, 1), (38, 1), (61, 1)]"
impedir,"[(25, 1), (53, 1)]"
programa,"[(25, 1), (29, 1), (31, 2), (49, 1), (73, 2), (74, 1)]"
caças,"[(25, 1)]"
ancara,"[(25, 3)]"
comprou,"[(25, 1)]"
sistemas,"[(25, 1)]"
russos,"[(25, 1), (27, 2), (66, 1)]"
mísseis,"[(25, 1)]"
antiaéreos,"[(25, 1)]"
fuat,"[(25, 1)]"
oktay,"[(25, 1)]"
chanceler,"[(25, 1), (27, 1), (28, 1)]"
devem,"[(25, 1), (37, 3), (39, 1), (48, 1), (51, 1)]"
escolher,"[(25, 1)]"
permanecer,"[(25, 1)]"
arriscar,"[(25, 1)]"
amizade,"[(25, 1)]"
unindo,"[(25, 1)]"
refere,"[(25, 1), (61, 1)]"
proteção,"[(25, 1), (33, 1), (53, 1), (66, 1)]"
ypg,"[(25, 1)]"
minar,"[(25, 1), (29, 1)]"
inimigos,"[(25, 1), (52, 1)]"
leste,"[(25, 1)]"
atacassem,"[(25, 1)]"
curdos,"[(25, 1)]"
forçou,"[(25, 1)]"
derrota,"[(25, 1)]"
islâmico,"[(25, 1)]"
confirmaram,"[(26, 2)]"
fórum,"[(26, 1)]"
cinturão,"[(26, 2)]"
rota,"[(26, 2)]"
brf,"[(26, 3)]"
ocorrerá,"[(26, 1)]"
pequim,"[(26, 1)]"
tomaram,"[(26, 1), (34, 1), (59, 1)]"
acrescentando,"[(26, 2)]"
representantes,"[(26, 1), (67, 1)]"
abertura,"[(26, 1), (62, 2), (66, 2)]"
inclusão,"[(26, 1)]"
transparência,"[(26, 1)]"
acolhe,"[(26, 1)]"
intervenientes,"[(26, 1)]"
participar,"[(26, 1), (59, 2)]"
incrementar,"[(26, 1)]"
mutuamente,"[(26, 1)]"
vantajosa,"[(26, 1)]"
atingir,"[(26, 1)]"
tangíveis,"[(26, 1)]"
preparando,"[(26, 1)]"
anfitrião,"[(26, 1)]"
evento,"[(26, 1), (33, 1), (59, 1), (66, 3)]"
sucedido,"[(26, 1)]"
alcançou,"[(26, 1)]"
notável,"[(26, 1)]"
tendo,"[(26, 1)]"
acordos,"[(26, 1), (27, 2), (30, 3), (33, 2), (62, 1)]"
iván,"[(27, 1)]"
gil,"[(27, 2), (43, 6), (44, 4)]"
chegarem,"[(27, 1)]"
concluídos,"[(27, 1)]"
rússia,"[(27, 1)]"
interfax,"[(27, 2)]"
russas,"[(27, 3)]"
permanecerão,"[(27, 1)]"
definido,"[(27, 1), (55, 1)]"
contexto,"[(27, 1), (32, 1), (35, 1), (38, 3), (51, 2), (59, 1)]"
técnico,"[(27, 1)]"
cedo,"[(27, 1), (37, 1), (67, 1)]"
kremlin,"[(27, 1)]"
cumprir,"[(27, 1), (29, 1)]"
pré,"[(27, 1), (33, 1)]"
existentes,"[(27, 1)]"
fornecimento,"[(27, 1)]"
armas,"[(27, 1), (65, 2)]"
especial,"[(27, 1), (30, 1), (33, 2), (35, 1), (51, 1), (61, 1), (70, 1)]"
sanções,"[(27, 1), (61, 1)]"
usar,"[(27, 1), (50, 2)]"
responder,"[(27, 1), (37, 1), (45, 1), (53, 1)]"
afirmar,"[(28, 1), (34, 1), (68, 2)]"
nazismo,"[(28, 2), (49, 3), (52, 1), (54, 3), (71, 2)]"
escritora,"[(28, 1), (59, 3)]"
noga,"[(28, 2)]"
tarnopolsky,"[(28, 2)]"
vive,"[(28, 1), (29, 1), (54, 2)]"
republicou,"[(28, 1)]"
onde,"[(28, 1), (34, 4), (35, 2), (36, 1), (37, 2), (38, 2), (45, 1), (51, 2), (59, 2), (62, 2), (66, 1)]"
site,"[(28, 3), (37, 1), (52, 1), (59, 1)]"
yad,"[(28, 2), (49, 1), (54, 1)]"
vashem,"[(28, 2), (49, 1), (54, 1)]"
museu,"[(28, 1), (49, 1), (54, 3)]"
holocausto,"[(28, 2), (49, 1), (54, 3)]"
informe,"[(28, 1)]"
definição,"[(28, 1)]"
socialismo,"[(28, 1), (32, 1)]"
postagem,"[(28, 2), (50, 1), (58, 1)]"
esteira,"[(28, 1)]"
pro,"[(28, 1), (43, 1)]"
ernesto,"[(28, 2), (52, 1), (71, 2)]"
araújo,"[(28, 2), (52, 1), (71, 1)]"
resultou,"[(28, 1)]"
morte,"[(28, 1), (38, 1), (49, 1), (59, 1), (70, 1)]"
judeus,"[(28, 1), (49, 1), (54, 2)]"
dúvidas,"[(28, 1), (35, 1), (54, 1)]"
socialista,"[(28, 1), (38, 2), (54, 1)]"
indagado,"[(28, 1), (53, 1)]"
concordava,"[(28, 1)]"
defendida,"[(28, 1)]"
piada,"[(28, 1), (50, 1)]"
negativa,"[(28, 1), (64, 1)]"
histórica,"[(28, 2), (56, 1), (59, 1), (64, 1)]"
judeu,"[(28, 1)]"
decorrente,"[(28, 1), (56, 1)]"
clima,"[(28, 1), (59, 1)]"
frustração,"[(28, 1)]"
intransigente,"[(28, 1)]"
resistência,"[(28, 1), (34, 1), (35, 1), (38, 1), (62, 1), (66, 1), (73, 1)]"
alertas,"[(28, 1)]"
comunismo,"[(28, 1), (38, 1), (70, 2)]"
criou,"[(28, 1), (50, 1), (59, 1)]"
fértil,"[(28, 1)]"
radicais,"[(28, 1)]"
nazista,"[(28, 1), (49, 3), (52, 1), (54, 2)]"
response,"[(28, 1)]"
holocaust,"[(28, 1)]"
lies,"[(28, 1)]"
refer,"[(28, 1)]"
you,"[(28, 1)]"
web,"[(28, 1)]"
definition,"[(28, 1)]"
national,"[(28, 1)]"
socialism,"[(28, 1)]"
argentinos,"[(29, 2)]"
pequenas,"[(29, 1)]"
ruas,"[(29, 2), (40, 1)]"
buenos,"[(29, 2), (42, 1)]"
aires,"[(29, 2), (42, 1)]"
protestar,"[(29, 1)]"
austeridade,"[(29, 2), (32, 1)]"
maurício,"[(29, 1)]"
macri,"[(29, 4)]"
culpam,"[(29, 2)]"
amplificar,"[(29, 1)]"
milhares,"[(29, 1), (36, 1), (59, 1), (70, 1)]"
manifestantes,"[(29, 1)]"
observados,"[(29, 1)]"
polícia,"[(29, 1), (34, 1), (59, 1)]"
percorreram,"[(29, 1)]"
vias,"[(29, 1)]"
próximas,"[(29, 1), (37, 1)]"
carregando,"[(29, 1)]"
cartazes,"[(29, 1), (40, 1), (42, 1), (52, 1)]"
coloridos,"[(29, 1)]"
slogans,"[(29, 1)]"
pedindo,"[(29, 1), (56, 1)]"
decente,"[(29, 1)]"
salários,"[(29, 1)]"
endurecido,"[(29, 1)]"
obrigações,"[(29, 1), (30, 1), (61, 1)]"
alcançado,"[(29, 1)]"
monetário,"[(29, 1)]"
fmi,"[(29, 3)]"
fortemente,"[(29, 1)]"
individual,"[(29, 1), (57, 1)]"
cercadas,"[(29, 1)]"
policial,"[(29, 1)]"
algumas,"[(29, 1), (30, 1), (33, 1), (35, 1), (37, 1)]"
esquinas,"[(29, 1)]"
manifestações,"[(29, 2), (36, 1)]"
passeatas,"[(29, 1)]"
regulares,"[(29, 1)]"
pressão,"[(29, 1), (32, 1), (33, 2)]"
cujo,"[(29, 1)]"
neste,"[(29, 1), (32, 1), (34, 1), (36, 1), (40, 1), (45, 1), (51, 1), (62, 2), (66, 1), (70, 2)]"
preocupação,"[(29, 1), (55, 2), (63, 1)]"
nacionais,"[(29, 1), (35, 1), (36, 1), (51, 3), (70, 1)]"
alguns,"[(29, 1), (34, 1), (49, 1), (55, 1), (59, 1)]"
sinais,"[(29, 1)]"
esperada,"[(29, 1)]"
grãos,"[(29, 1)]"
pressionada,"[(29, 1)]"
altas,"[(29, 2)]"
taxas,"[(29, 1)]"
peso,"[(29, 1)]"
fraco,"[(29, 1)]"
anual,"[(29, 1), (33, 1)]"
cento,"[(29, 1)]"
críticos,"[(29, 1)]"
destinado,"[(29, 1), (68, 1)]"
dívida,"[(29, 1), (31, 1)]"
afirmam,"[(29, 1)]"
reequilibrar,"[(29, 1)]"
cidadãos,"[(29, 1), (59, 1)]"
sentindo,"[(29, 1)]"
doméstica,"[(29, 1)]"
locais,"[(29, 1), (35, 1)]"
linha,"[(29, 1)]"
pobreza,"[(29, 1)]"
falta,"[(29, 1), (73, 1)]"
moradia,"[(29, 1)]"
aumentando,"[(29, 1)]"
juntamente,"[(29, 1), (33, 1)]"
rua,"[(29, 1), (37, 1), (70, 1), (73, 1)]"
peronista,"[(29, 1)]"
elevar,"[(29, 1)]"
aposentadorias,"[(29, 1)]"
aumentos,"[(29, 1)]"
gabriel,"[(29, 1)]"
burin,"[(29, 1)]"
adam,"[(29, 1)]"
jourdan,"[(29, 1)]"
começar,"[(30, 1), (31, 1), (33, 1), (37, 1)]"
mão,"[(30, 1), (33, 2), (34, 3), (37, 1), (50, 1), (66, 1)]"
tratamento,"[(30, 1), (32, 1), (33, 2)]"
diferenciado,"[(30, 1), (33, 1)]"
ted,"[(30, 3)]"
implica,"[(30, 1)]"
flexibilidade,"[(30, 1), (38, 1)]"
existente,"[(30, 1)]"
respeita,"[(30, 1), (66, 1)]"
certas,"[(30, 1)]"
vigentes,"[(30, 2)]"
itamaraty,"[(30, 2), (51, 1)]"
anunciadas,"[(30, 1)]"
encontro,"[(30, 1), (74, 1)]"
presidentes,"[(30, 1)]"
variedade,"[(30, 1)]"
valeram,"[(30, 1)]"
demonstram,"[(30, 1)]"
dinâmico,"[(30, 1)]"
evolutivo,"[(30, 1)]"
chamada,"[(30, 1), (32, 1)]"
flexilidade,"[(30, 1)]"
extensas,"[(30, 1)]"
rediscutida,"[(30, 1)]"
podendo,"[(30, 1), (53, 1)]"
variar,"[(30, 1)]"
grau,"[(30, 1)]"
desenvolvimento,"[(30, 4), (31, 2), (33, 4), (38, 1)]"
cita,"[(30, 2)]"
exemplos,"[(30, 1)]"
salvaguardas,"[(30, 2)]"
isentos,"[(30, 1)]"
aplicadas,"[(30, 1), (33, 1), (53, 2)]"
agricultura,"[(30, 1), (32, 3), (33, 1), (62, 1), (69, 1)]"
porcentagem,"[(30, 1)]"
doméstico,"[(30, 1)]"
isento,"[(30, 1)]"
compromissos,"[(30, 2)]"
trips,"[(30, 1)]"
propriedade,"[(30, 1)]"
intelectual,"[(30, 1), (38, 1)]"
permitiu,"[(30, 1)]"
obtivessem,"[(30, 1)]"
adicional,"[(30, 1)]"
concluído,"[(30, 1)]"
implementação,"[(30, 1)]"
válidos,"[(30, 1)]"
facilitação,"[(30, 1)]"
puderam,"[(30, 1)]"
associar,"[(30, 1)]"
cumprimento,"[(30, 1), (33, 1)]"
prazos,"[(30, 1)]"
recebimento,"[(30, 1)]"
benefícios,"[(30, 1), (32, 2)]"
demais,"[(30, 1), (73, 1)]"
previstos,"[(30, 1)]"
mantêm,"[(30, 1)]"
integralmente,"[(30, 1), (32, 2)]"
jonas,"[(30, 1)]"
valente,"[(30, 1)]"
repórter,"[(30, 1)]"
atrasos,"[(31, 2)]"
repasse,"[(31, 1)]"
pagamentos,"[(31, 2)]"
devidos,"[(31, 1), (61, 1)]"
construtoras,"[(31, 1)]"
avisaram,"[(31, 1)]"
palácio,"[(31, 1), (70, 2), (74, 1)]"
vão,"[(31, 1), (34, 1), (43, 2), (66, 1)]"
demitir,"[(31, 1)]"
empresários,"[(31, 1), (34, 1)]"
dispensar,"[(31, 1)]"
dez,"[(31, 1), (32, 1), (53, 1)]"
construção,"[(31, 2), (38, 2), (66, 1), (67, 2)]"
cbic,"[(31, 2)]"
indicam,"[(31, 1), (64, 1)]"
terços,"[(31, 1)]"
imobiliário,"[(31, 1)]"
empregar,"[(31, 1)]"
emprega,"[(31, 1)]"
recado,"[(31, 1), (35, 1), (69, 1)]"
construtores,"[(31, 1)]"
martins,"[(31, 1)]"
enviou,"[(31, 1), (51, 1)]"
mensagens,"[(31, 1)]"
ministros,"[(31, 1), (55, 2), (57, 2), (65, 2), (71, 2)]"
civil,"[(31, 1), (34, 1), (38, 2), (65, 2), (67, 1)]"
informando,"[(31, 1)]"
consegue,"[(31, 1), (34, 1), (37, 1), (45, 1)]"
segurar,"[(31, 1)]"
consequênci,"[(31, 1)]"
contingenciamentos,"[(31, 1)]"
esforço,"[(31, 1), (67, 1)]"
antecipar,"[(31, 1)]"
limites,"[(31, 1)]"
ressaltar,"[(31, 1)]"
liberou,"[(31, 1)]"
aviso,"[(31, 1), (39, 1)]"
demissões,"[(31, 1), (56, 1)]"
reclamações,"[(31, 1)]"
arrecadar,"[(32, 2)]"
isenções,"[(32, 4)]"
fiscais,"[(32, 3)]"
concedidas,"[(32, 1), (49, 1)]"
agrotóxicos,"[(32, 10)]"
desonerações,"[(32, 2)]"
insumos,"[(32, 2)]"
cresceram,"[(32, 1)]"
renúncia,"[(32, 1)]"
acumularam,"[(32, 1)]"
pretende,"[(32, 1)]"
economizar,"[(32, 1)]"
encaminhada,"[(32, 1), (68, 1)]"
cálculo,"[(32, 3)]"
imposto,"[(32, 3), (33, 1), (44, 1)]"
circulação,"[(32, 1)]"
mercadorias,"[(32, 1)]"
icms,"[(32, 3)]"
isenção,"[(32, 3)]"
industrializados,"[(32, 1)]"
ipi,"[(32, 1)]"
determinados,"[(32, 1)]"
tipos,"[(32, 1)]"
argumento,"[(32, 1)]"
essenciais,"[(32, 1)]"
imprescindíveis,"[(32, 1)]"
agrícola,"[(32, 1)]"
explica,"[(32, 2)]"
engenheiro,"[(32, 1)]"
agr,"[(32, 1)]"
nomo,"[(32, 1)]"
leonardo,"[(32, 2), (54, 1), (65, 1)]"
melgarejo,"[(32, 3)]"
adubos,"[(32, 1)]"
estendido,"[(32, 1)]"
venenos,"[(32, 3)]"
uso,"[(32, 3), (34, 1), (38, 2)]"
desses,"[(32, 1), (38, 1), (52, 1)]"
causa,"[(32, 1)]"
danos,"[(32, 2)]"
própria,"[(32, 1), (35, 1), (38, 1), (44, 1), (61, 2)]"
pragas,"[(32, 1)]"
resistentes,"[(32, 1)]"
professor,"[(32, 1), (38, 4)]"
universidade,"[(32, 1), (38, 3), (59, 2), (63, 1)]"
santa,"[(32, 2), (34, 1), (73, 1)]"
catarina,"[(32, 2), (73, 1)]"
ufsc,"[(32, 1)]"
coordena,"[(32, 1)]"
transgênicos,"[(32, 1)]"
agroecologia,"[(32, 1)]"
aba,"[(32, 1)]"
considera,"[(32, 1), (53, 1)]"
escandalosas,"[(32, 1)]"
renúncias,"[(32, 3)]"
discute,"[(32, 1)]"
alterações,"[(32, 1), (66, 1), (68, 1)]"
problema,"[(32, 1), (55, 1)]"
retira,"[(32, 1)]"
saúde,"[(32, 3), (58, 1)]"
deixa,"[(32, 1), (37, 1), (71, 1)]"
cobrar,"[(32, 2)]"
transnacionais,"[(32, 1)]"
provocam,"[(32, 1)]"
gradativo,"[(32, 1)]"
mediado,"[(32, 1)]"
modelo,"[(32, 2)]"
viciado,"[(32, 1)]"
veneno,"[(32, 1)]"
agroecológica,"[(32, 1)]"
marcelo,"[(32, 2), (50, 1)]"
novaes,"[(32, 4)]"
usados,"[(32, 1)]"
larga,"[(32, 2)]"
escala,"[(32, 2)]"
milho,"[(32, 2)]"
gota,"[(32, 1)]"
oceano,"[(32, 1)]"
privilégios,"[(32, 1)]"
utilizados,"[(32, 2)]"
direcionados,"[(32, 1)]"
plantações,"[(32, 1)]"
cana,"[(32, 2)]"
açúcar,"[(32, 2), (33, 1)]"
desonerando,"[(32, 1)]"
agrotóxico,"[(32, 2)]"
utilizada,"[(32, 1)]"
basicamente,"[(32, 1)]"
produzidos,"[(32, 1)]"
decorre,"[(32, 1)]"
latifundiário,"[(32, 1)]"
consideradas,"[(32, 1)]"
dadas,"[(32, 1)]"
investigou,"[(32, 1)]"
perda,"[(32, 3), (33, 1)]"
tributária,"[(32, 3), (63, 1), (74, 1)]"
importação,"[(32, 2), (33, 3)]"
transporte,"[(32, 1)]"
insumo,"[(32, 3)]"
orçamento,"[(32, 1), (39, 1)]"
fruto,"[(32, 1)]"
convênio,"[(32, 1)]"
fazendária,"[(32, 1)]"
confaz,"[(32, 1)]"
stf,"[(32, 1), (48, 2), (55, 1), (57, 3), (61, 1), (63, 1)]"
psol,"[(32, 1), (59, 4), (64, 1), (65, 2), (73, 1)]"
ajuizou,"[(32, 1)]"
questiona,"[(32, 1)]"
constitucionalidade,"[(32, 1)]"
cláusulas,"[(32, 1)]"
questionadas,"[(32, 1)]"
publicada,"[(32, 1), (38, 1), (56, 1), (69, 1)]"
tributação,"[(32, 2)]"
verde,"[(32, 2)]"
passa,"[(32, 1)]"
arrecadação,"[(32, 3)]"
estimada,"[(32, 1)]"
vigor,"[(32, 1)]"
calcula,"[(32, 1)]"
valores,"[(32, 2), (48, 2), (50, 1), (59, 1), (61, 2)]"
incluem,"[(32, 1)]"
alíquota,"[(32, 1)]"
zero,"[(32, 1)]"
glifosato,"[(32, 1)]"
importou,"[(32, 1)]"
desoneração,"[(32, 1)]"
existe,"[(32, 1), (34, 3), (64, 1), (66, 1)]"
computada,"[(32, 1)]"
abatido,"[(32, 1)]"
produtor,"[(32, 1)]"
rural,"[(32, 1)]"
física,"[(32, 1), (35, 1)]"
jurídica,"[(32, 1)]"
deduz,"[(32, 1)]"
tributável,"[(32, 1)]"
estimo,"[(32, 1)]"
médios,"[(32, 1)]"
produtores,"[(32, 1), (35, 1), (69, 1)]"
colocar,"[(32, 1), (51, 1)]"
cesta,"[(32, 1)]"
amplia,"[(32, 1), (33, 1)]"
agropecuários,"[(32, 1)]"
irrisória,"[(32, 1)]"
lembra,"[(32, 1)]"
kandir,"[(32, 1)]"
privilegiado,"[(32, 1)]"
fertilizantes,"[(32, 1)]"
adubação,"[(32, 1)]"
química,"[(32, 1), (35, 1)]"
maquinário,"[(32, 1)]"
água,"[(32, 1), (37, 1), (45, 1)]"
irrigação,"[(32, 1)]"
premissa,"[(32, 1)]"
polui,"[(32, 2)]"
paga,"[(32, 3), (34, 1)]"
lucra,"[(32, 1)]"
critica,"[(32, 1)]"
preocupa,"[(32, 1)]"
flexibilização,"[(32, 1)]"
tende,"[(32, 1), (33, 1)]"
psl,"[(32, 1), (35, 1), (45, 1), (60, 2), (62, 1), (64, 4), (66, 1), (67, 1), (68, 1), (69, 2), (70, 1), (73, 1)]"
pecuária,"[(32, 1)]"
abastecimento,"[(32, 1)]"
mapa,"[(32, 1)]"
autorização,"[(32, 1)]"
elaborados,"[(32, 1)]"
liberados,"[(32, 1), (55, 1)]"
cada,"[(32, 1), (34, 3), (35, 1), (38, 2), (39, 1), (56, 1), (64, 1), (66, 1)]"
agronegócio,"[(32, 1), (33, 1)]"
envolvidos,"[(32, 1)]"
administrações,"[(32, 1)]"
tornou,"[(32, 1), (63, 1)]"
obsessiva,"[(32, 1)]"
pressa,"[(32, 1)]"
obtenção,"[(32, 1)]"
finaliza,"[(32, 1), (45, 1)]"
sofrer,"[(33, 1), (37, 2)]"
sobretaxa,"[(33, 1)]"
protecionismo,"[(33, 2)]"
continuem,"[(33, 1), (34, 1)]"
abrangência,"[(33, 1)]"
cni,"[(33, 4)]"
estudo,"[(33, 1), (64, 1)]"
criação,"[(33, 1), (48, 1), (70, 1)]"
tarifas,"[(33, 4)]"
médias,"[(33, 1)]"
caíram,"[(33, 1)]"
simulação,"[(33, 1)]"
aponta,"[(33, 1), (55, 1)]"
voltarem,"[(33, 1), (70, 1)]"
enfraquecimento,"[(33, 3)]"
instituição,"[(33, 1), (55, 1), (59, 1), (67, 1)]"
passariam,"[(33, 1)]"
projeção,"[(33, 1)]"
prevê,"[(33, 1)]"
índia,"[(33, 1)]"
começaram,"[(33, 1), (39, 1), (59, 1)]"
elevou,"[(33, 1)]"
siderúrgicos,"[(33, 1)]"
retaliação,"[(33, 1)]"
aço,"[(33, 1)]"
alumínio,"[(33, 1)]"
reajustou,"[(33, 1)]"
tarifa,"[(33, 1)]"
estratégicos,"[(33, 1)]"
carros,"[(33, 1), (37, 1)]"
bebidas,"[(33, 1)]"
alcoólicas,"[(33, 1)]"
tabaco,"[(33, 1)]"
regra,"[(33, 1)]"
começa,"[(33, 1), (37, 3), (38, 1), (45, 1)]"
pontual,"[(33, 1)]"
impacta,"[(33, 1)]"
negativamente,"[(33, 1)]"
traz,"[(33, 2), (34, 2), (35, 1)]"
muita,"[(33, 1), (34, 1), (35, 2), (71, 2)]"
fabrízio,"[(33, 1)]"
panzini,"[(33, 4)]"
gerente,"[(33, 1)]"
privado,"[(33, 2)]"
articula,"[(33, 1)]"
restaure,"[(33, 1)]"
legitimidade,"[(33, 1), (55, 1)]"
multilateral,"[(33, 3)]"
icc,"[(33, 1)]"
realizam,"[(33, 1), (36, 1)]"
empresarias,"[(33, 1)]"
mercosul,"[(33, 1)]"
apontar,"[(33, 1)]"
respectivos,"[(33, 1)]"
aprovar,"[(33, 1), (67, 1)]"
documento,"[(33, 1), (44, 1), (61, 2), (65, 1)]"
propostas,"[(33, 1), (60, 2)]"
aprimorar,"[(33, 1)]"
presenças,"[(33, 1)]"
confirmadas,"[(33, 1)]"
tim,"[(33, 1)]"
yeend,"[(33, 1)]"
renomados,"[(33, 1)]"
tendem,"[(33, 1)]"
pauta,"[(33, 1), (55, 3)]"
diversificada,"[(33, 1)]"
somente,"[(33, 1)]"
controvérsias,"[(33, 2)]"
casos,"[(33, 1), (57, 1)]"
subsídios,"[(33, 4)]"
pazini,"[(33, 1)]"
vitórias,"[(33, 1)]"
algodão,"[(33, 1)]"
aviões,"[(33, 1)]"
essencial,"[(33, 1)]"
fortaleça,"[(33, 1)]"
máximo,"[(33, 1)]"
previsibilidade,"[(33, 1)]"
ameaçam,"[(33, 1)]"
outro,"[(33, 1), (34, 2), (36, 1), (38, 1), (43, 1), (51, 1), (60, 1), (66, 1)]"
cujas,"[(33, 1)]"
travadas,"[(33, 1)]"
argumentou,"[(33, 1), (55, 1)]"
status,"[(33, 3)]"
ocde,"[(33, 1)]"
reúne,"[(33, 1), (66, 1)]"
desenvolvidos,"[(33, 2)]"
listas,"[(33, 1)]"
faz,"[(33, 1), (34, 2), (35, 1), (37, 1), (38, 1), (49, 1), (59, 3)]"
dezenas,"[(33, 1), (59, 1)]"
vantagens,"[(33, 1)]"
barato,"[(33, 1)]"
flexibilidades,"[(33, 1)]"
